customer_id,customer_name,email,registration_date,customer_type
CUST0348,Anjali Joshi,anjali.joshi348@example.com,2024-03-08,REGULAR
CUST0349,Rohan Pawar,rohan.pawar349@example.com,2025-01-25,VIP
CUST0350,Aditya Deshmukh,aditya.deshmukh350@example.com,2025-04-09,VIP
CUST0351,Anjali More,anjali.more351@example.com,2024-04-11,VIP
CUST0352,Amit Kulkarni,amit.kulkarni352@example.com,2025-03-16,PREMIUM
CUST0353,Sneha More,sneha.more353@example.com,2024-12-13,PREMIUM
CUST0354,Akash More,akash.more354@example.com,2026-01-17,REGULAR
CUST0355,Neha More,neha.more355@example.com,2024-11-16,VIP
CUST0356,Rohan Pawar,rohan.pawar356@example.com,2024-06-05,VIP
CUST0357,Pooja Patil,pooja.patil357@example.com,2024-04-03,REGULAR
CUST0358,Amit More,amit.more358@example.com,2024-04-08,VIP
CUST0359,Neha Joshi,neha.joshi359@example.com,2025-07-23,REGULAR
CUST0360,Anjali Pawar,anjali.pawar360@example.com,2025-11-17,REGULAR
CUST0361,Akash Pawar,akash.pawar361@example.com,2026-06-13,VIP
CUST0362,Akash Sharma,akash.sharma362@example.com,2024-10-21,VIP
CUST0363,Rohan Pawar,rohan.pawar363@example.com,2024-04-16,VIP
CUST0364,Aditya Kulkarni,aditya.kulkarni364@example.com,2024-06-07,VIP
CUST0365,Pooja Kulkarni,pooja.kulkarni365@example.com,2026-05-17,REGULAR
CUST0366,Neha Pawar,neha.pawar366@example.com,2024-04-27,PREMIUM
CUST0367,Anjali Kulkarni,anjali.kulkarni367@example.com,2026-04-06,PREMIUM
CUST0368,Aditya Sharma,aditya.sharma368@example.com,2025-09-15,VIP
CUST0369,Rohan Sharma,rohan.sharma369@example.com,2024-07-03,PREMIUM
CUST0370,Rohan Pawar,rohan.pawar370@example.com,2024-12-25,REGULAR
CUST0371,Priya Joshi,priya.joshi371@example.com,2025-08-02,VIP
CUST0372,Akash Patil,akash.patil372@example.com,2024-05-25,VIP
CUST0373,Rahul Patil,rahul.patil373@example.com,2026-02-03,VIP
CUST0374,Sneha More,sneha.more374@example.com,2025-03-05,PREMIUM
CUST0375,Neha Joshi,neha.joshi375@example.com,2025-01-13,PREMIUM
CUST0376,Neha Patil,neha.patil376@example.com,2024-02-23,REGULAR
CUST0377,Priya Sharma,@nodomain.com,2025-11-21,REGULAR
CUST0378,Rohan Jadhav,rohan.jadhav378@example.com,2025-11-08,PREMIUM
CUST0379,Pooja Jadhav,pooja.jadhav379@example.com,2025-02-28,PREMIUM
CUST0380,Sneha Patil,sneha.patil380@example.com,2024-12-19,PREMIUM
CUST0381,Amit Deshmukh,amit.deshmukh381@example.com,2025-11-25,VIP
CUST0382,Anjali Jadhav,anjali.jadhav382@example.com,2025-06-23,VIP
CUST0383,Rohan Sharma,rohan.sharma383@example.com,2024-08-13,PREMIUM
CUST0384,Anjali Sharma,anjali.sharma384@example.com,2024-01-08,REGULAR
CUST0385,Rohan Kulkarni,rohan.kulkarni385@example.com,2026-02-24,REGULAR
CUST0386,Rohan Deshmukh,rohan.deshmukh386@example.com,2024-12-01,REGULAR
CUST0387,Rahul Jadhav,rahul.jadhav387@example.com,2026-02-03,PREMIUM
CUST0388,Priya Joshi,priya.joshi388@example.com,2025-01-24,VIP
CUST0389,Sneha Pawar,sneha.pawar389@example.com,2024-03-14,PREMIUM
CUST0390,Rahul More,rahul.more390@example.com,2024-01-20,PREMIUM
CUST0391,Amit Pawar,amit.pawar391@example.com,2025-08-12,PREMIUM
CUST0392,Anjali More,anjali.more392@example.com,2025-12-27,VIP
CUST0393,Akash Deshmukh,akash.deshmukh393@example.com,2024-04-27,PREMIUM
CUST0394,Rahul Pawar,rahul.pawar394@example.com,2024-06-24,VIP
CUST0395,Pooja Pawar,pooja.pawar395@example.com,2024-03-31,PREMIUM
CUST0396,Amit Kulkarni,amit.kulkarni396@example.com,2025-03-22,VIP
CUST0397,Akash Patil,akash.patil397@example.com,2025-02-09,PREMIUM
CUST0398,Neha Kulkarni,neha.kulkarni398@example.com,2024-12-07,REGULAR
CUST0399,Amit Patil,amit.patil399@example.com,2025-06-27,VIP
CUST0400,Sneha Pawar,sneha.pawar400@example.com,2024-12-25,VIP
CUST0401,Priya Kulkarni,priya.kulkarni401@example.com,2024-04-15,REGULAR
CUST0402,Rohan Kulkarni,rohan.kulkarni402@example.com,2024-06-26,VIP
CUST0403,Priya Patil,priya.patil403@example.com,2024-06-30,VIP
CUST0404,Pooja Jadhav,pooja.jadhav404@example.com,2026-02-11,VIP
CUST0405,Anjali Jadhav,anjali.jadhav405@example.com,2025-11-28,VIP
CUST0406,Anjali Pawar,anjali.pawar406@example.com,2026-06-03,VIP
CUST0407,Neha Joshi,neha.joshi407@example.com,2025-03-26,REGULAR
CUST0408,Pooja Jadhav,pooja.jadhav408@example.com,2025-10-08,PREMIUM
CUST0409,Rohan Sharma,rohan.sharma409@example.com,2024-12-26,VIP
CUST0410,Amit Deshmukh,amit.deshmukh410@example.com,2025-04-17,PREMIUM
CUST0411,Rahul Sharma,rahul.sharma411@example.com,2025-01-12,PREMIUM
CUST0412,Amit Patil,amit.patil412@example.com,2025-09-21,VIP
CUST0413,Aditya More,aditya.more413@example.com,2025-04-18,VIP
CUST0414,Aditya Sharma,aditya.sharma414@example.com,2025-04-05,VIP
CUST0415,Sneha Pawar,sneha.pawar415@example.com,2025-09-11,PREMIUM
CUST0416,Aditya Joshi,aditya.joshi416@example.com,2024-03-04,PREMIUM
CUST0417,Amit Pawar,amit.pawar417@example.com,2026-01-01,REGULAR
CUST0418,Aditya Joshi,aditya.joshi418@example.com,2024-02-10,REGULAR
CUST0419,Pooja Jadhav,pooja.jadhav419@example.com,2025-06-20,VIP
CUST0420,Anjali Joshi,anjali.joshi420@example.com,2025-01-07,PREMIUM
CUST0421,Rohan More,rohan.more421@example.com,2025-02-22,PREMIUM
CUST0422,Anjali Sharma,anjali.sharma422@example.com,2026-03-19,VIP
CUST0423,Neha Patil,neha.patil423@example.com,2024-12-03,REGULAR
CUST0424,Aditya More,aditya.more424@example.com,2024-10-17,PREMIUM
CUST0425,Anjali Joshi,anjali.joshi425@example.com,2024-12-07,REGULAR
CUST0426,Anjali Joshi,anjali.joshi426@example.com,2024-12-24,PREMIUM
CUST0427,Akash Joshi,akash.joshi427@example.com,2025-09-01,VIP
CUST0428,Amit Deshmukh,amit.deshmukh428@example.com,2025-07-26,PREMIUM
CUST0429,Neha Joshi,neha.joshi429@example.com,2025-11-17,VIP
CUST0430,Aditya Patil,aditya.patil430@example.com,2025-10-23,VIP
CUST0431,Akash Pawar,akash.pawar431@example.com,2024-01-19,PREMIUM
CUST0432,Rohan Joshi,rohan.joshi432@example.com,2024-08-07,PREMIUM
CUST0433,Pooja Kulkarni,pooja.kulkarni433@example.com,2024-08-19,REGULAR
CUST0434,Priya Patil,priya.patil434@example.com,2024-10-29,REGULAR
CUST0435,Aditya Sharma,aditya.sharma435@example.com,2025-11-08,PREMIUM
CUST0436,Anjali Joshi,anjali.joshi436@example.com,2025-09-03,PREMIUM
CUST0437,Priya Joshi,priya.joshi437@example.com,2024-07-04,VIP
CUST0438,Anjali Joshi,anjali.joshi438@example.com,2026-01-08,PREMIUM
CUST0439,Rahul More,rahul.more439@example.com,2025-01-08,VIP
CUST0440,Sneha Jadhav,sneha.jadhav440@example.com,2025-09-17,PREMIUM
CUST0441,Pooja Kulkarni,pooja.kulkarni441@example.com,2025-06-30,REGULAR
CUST0442,Rohan Jadhav,rohan.jadhav442@example.com,2026-05-05,REGULAR
CUST0443,Neha Jadhav,neha.jadhav443@example.com,2025-04-17,PREMIUM
CUST0444,Akash More,akash.more444@example.com,2024-06-14,REGULAR
CUST0445,Anjali Joshi,anjali.joshi445@example.com,2026-06-12,PREMIUM
CUST0446,Rahul Jadhav,rahul.jadhav446@example.com,2026-06-14,PREMIUM
CUST0447,Aditya Patil,aditya.patil447@example.com,2025-12-29,VIP
CUST0448,Amit Deshmukh,amit.deshmukh448@example.com,2024-03-26,REGULAR
CUST0449,Rohan Jadhav,rohan.jadhav449@example.com,2025-06-09,REGULAR
CUST0450,Akash Patil,akash.patil450@example.com,2024-08-15,PREMIUM
CUST0451,Neha Sharma,neha.sharma451@example.com,2025-02-28,REGULAR
CUST0452,Akash Pawar,akash.pawar452@example.com,2024-08-29,PREMIUM
CUST0453,Amit Pawar,amit.pawar453@example.com,2024-08-17,REGULAR
CUST0454,Neha Patil,neha.patil454@example.com,2026-05-09,VIP
CUST0455,Neha Joshi,neha.joshi455@example.com,2024-05-20,REGULAR
CUST0456,Rohan Jadhav,rohan.jadhav456@example.com,2025-12-13,REGULAR
CUST0457,Pooja Jadhav,pooja.jadhav457@example.com,2025-09-22,REGULAR
CUST0458,Amit Sharma,amit.sharma458@example.com,2024-09-19,REGULAR
CUST0459,Priya More,priya.more459@example.com,2024-04-23,PREMIUM
CUST0460,Sneha Deshmukh,sneha.deshmukh460@example.com,2024-05-04,REGULAR
CUST0461,Sneha More,sneha.more461@example.com,2025-10-16,VIP
CUST0462,Pooja Patil,pooja.patil462@example.com,2024-04-23,PREMIUM
CUST0463,Anjali Sharma,anjali.sharma463@example.com,2025-10-09,VIP
CUST0464,Anjali Kulkarni,anjali.kulkarni464@example.com,2026-01-05,REGULAR
CUST0465,Rohan More,rohan.more465@example.com,2024-01-02,VIP
CUST0466,Neha Kulkarni,neha.kulkarni466@example.com,2025-08-07,PREMIUM
CUST0467,Priya Patil,priya.patil467@example.com,2025-06-20,PREMIUM
CUST0468,Amit Sharma,amit.sharma468@example.com,2025-02-03,PREMIUM
CUST0469,Rahul More,rahul.more469@example.com,2025-01-17,PREMIUM
CUST0470,Rahul Pawar,rahul.pawar470@example.com,2026-03-18,REGULAR
CUST0471,Neha Kulkarni,neha.kulkarni471@example.com,2026-01-20,VIP
CUST0472,Amit Pawar,amit.pawar472@example.com,2024-05-16,REGULAR
CUST0473,Neha Pawar,neha.pawar473@example.com,2026-04-13,VIP
CUST0474,Priya Jadhav,priya.jadhav474@example.com,2025-12-13,PREMIUM
CUST0475,Priya Joshi,priya.joshi475@example.com,2024-03-05,VIP
CUST0476,Pooja Sharma,pooja.sharma476@example.com,2024-10-27,REGULAR
CUST0477,Rahul Kulkarni,rahul.kulkarni477@example.com,2024-02-12,PREMIUM
CUST0478,Rohan More,rohan.more478@example.com,2026-04-14,VIP
CUST0479,Pooja Deshmukh,pooja.deshmukh479@example.com,2024-02-07,VIP
CUST0480,Sneha Deshmukh,sneha.deshmukh480@example.com,2024-12-31,REGULAR
CUST0481,Neha Deshmukh,neha.deshmukh481@example.com,2024-05-07,PREMIUM
CUST0482,Akash More,akash.more482@example.com,2026-01-31,PREMIUM
CUST0483,Akash Pawar,akash.pawar483@example.com,2024-07-10,PREMIUM
CUST0484,Pooja Pawar,pooja.pawar484@example.com,2026-03-27,VIP
CUST0485,Rohan Patil,rohan.patil485@example.com,2026-01-14,PREMIUM
CUST0486,Amit More,amit.more486@example.com,2025-09-08,REGULAR
CUST0487,Aditya Deshmukh,aditya.deshmukh487@example.com,2024-11-24,REGULAR
CUST0488,Amit Pawar,amit.pawar488@example.com,2025-11-07,PREMIUM
CUST0489,Rohan Jadhav,rohan.jadhav489@example.com,2025-09-09,VIP
CUST0490,Akash Joshi,akash.joshi490@example.com,2025-12-07,PREMIUM
CUST0491,Neha Jadhav,neha.jadhav491@example.com,2024-02-13,VIP
CUST0492,Neha More,@nodomain.com,2024-10-08,VIP
CUST0493,Rahul Patil,rahul.patil493@example.com,2025-11-18,VIP
CUST0494,Akash Pawar,akash.pawar494@example.com,2025-06-09,VIP
CUST0495,Priya Sharma,priya.sharma495@example.com,2024-05-26,VIP
CUST0496,Pooja Sharma,pooja.sharma496@example.com,2024-05-09,REGULAR
CUST0497,Sneha Pawar,sneha.pawar497@example.com,2025-01-05,PREMIUM
CUST0498,Anjali Sharma,anjali.sharma498@example.com,2025-09-11,REGULAR
CUST0499,Pooja Pawar,pooja.pawar499@example.com,2025-01-15,PREMIUM
CUST0500,Amit Joshi,amit.joshi500@example.com,2025-06-26,PREMIUM
